order Number,ProductID,Discount,Quantity,returnQuantity,returnReason,Compensation Method
389,124,0.05,3,0,,
389,66,0.05,5,0,,
389,275,0.05,3,0,,
389,254,0.05,1,0,,
390,175,0.03,3,3,Order Cancelled,Refund
390,266,0.03,1,0,,
391,281,0.03,2,0,,
392,155,0.03,4,0,,
393,18,0.05,5,0,,
393,82,0.05,3,0,,
394,108,0.05,3,0,,
394,104,0.05,5,0,,
394,47,0.05,5,1,Product doesn't match expectations,Voucher
395,138,0.03,4,3,Product doesn't match expectations,Refund
396,123,0.03,1,0,,
396,54,0.03,3,0,,
397,209,0.03,4,0,,
398,210,0.05,5,0,,
399,247,0.03,2,0,,
400,276,0.05,5,0,,
400,196,0.05,4,0,,
401,53,0.05,1,0,,
401,277,0.05,1,0,,
401,160,0.05,3,0,,
402,167,0.03,1,1,Order Cancelled,Voucher
402,68,0.03,2,0,,
403,154,0.05,5,0,,
404,159,0.03,3,0,,
405,236,0.05,3,0,,
405,148,0.05,5,0,,
406,228,0.05,1,0,,
406,39,0.05,3,0,,
406,110,0.05,1,0,,
407,40,0.05,2,0,,
407,229,0.05,1,0,,
407,96,0.05,1,0,,
407,241,0.05,1,0,,
408,286,0.03,4,0,,
409,153,0.05,5,0,,
410,140,0.05,5,0,,
411,25,0.03,2,0,,
412,163,0,1,0,,
413,248,0.03,4,0,,
414,129,0,1,0,,
415,56,0.03,2,0,,
416,218,0.03,4,0,,
417,190,0.03,4,0,,
418,158,0.05,1,0,,
418,70,0.05,4,0,,
419,141,0.05,4,2,Product is damaged,Refund
419,113,0.05,3,0,,
419,220,0.05,4,3,Product is damaged,Voucher
420,293,0,1,0,,
421,51,0.03,1,0,,
421,23,0.03,2,0,,
422,274,0.05,3,2,Product is damaged,Refund
422,109,0.05,4,0,,
422,132,0.05,4,0,,
422,183,0.05,4,0,,
423,76,0.05,3,0,,
423,287,0.05,3,0,,
424,63,0.05,5,0,,
425,43,0.05,2,0,,
425,33,0.05,5,0,,
425,257,0.05,4,0,,
425,239,0.05,2,0,,
425,165,0.05,3,0,,
426,162,0.05,2,0,,
426,83,0.05,4,0,,
426,21,0.05,3,0,,
426,59,0.05,4,2,Product is damaged,Voucher
426,253,0.05,5,0,,
427,168,0.05,1,0,,
427,148,0.05,4,0,,
428,262,0.05,3,1,Product is damaged,Voucher
428,101,0.05,2,0,,
428,281,0.05,2,0,,
428,93,0.05,5,0,,
429,240,0,1,0,,
430,277,0.05,5,0,,
431,258,0.03,2,0,,
432,284,0.05,3,1,Product doesn't match expectations,Refund
432,234,0.05,2,0,,
432,296,0.05,1,0,,
432,27,0.05,2,1,Product is damaged,Voucher
433,263,0.05,4,3,Product doesn't match expectations,Voucher
433,211,0.05,4,4,Order Cancelled,Voucher
434,152,0.05,1,0,,
434,208,0.05,3,0,,
434,226,0.05,3,1,Product doesn't match expectations,Voucher
435,256,0.05,5,0,,
435,92,0.05,1,0,,
435,58,0.05,5,0,,
435,225,0.05,2,0,,
435,112,0.05,1,0,,
435,24,0.05,5,0,,
436,166,0.05,5,0,,
437,104,0.05,5,0,,
437,217,0.05,2,2,Order Cancelled,Refund
437,138,0.05,5,0,,
438,228,0.03,2,0,,
438,44,0.03,2,0,,
439,105,0.03,2,0,,
440,216,0.03,3,2,Other,Voucher
440,245,0.03,1,0,,
441,151,0.05,4,0,,
441,154,0.05,2,0,,
441,156,0.05,3,0,,
441,121,0.05,1,0,,
442,64,0.03,3,0,,
443,125,0.05,5,0,,
444,288,0.03,2,0,,
445,28,0.05,2,0,,
445,14,0.05,5,0,,
445,26,0.05,1,0,,
446,175,0.05,5,0,,
446,206,0.05,4,0,,
446,123,0.05,5,5,Order Cancelled,Refund
447,50,0.05,5,5,Order Cancelled,Refund
447,195,0.05,4,0,,
447,95,0.05,1,1,Order Cancelled,Refund
448,86,0.03,3,2,Product doesn't match expectations,Refund
449,197,0.05,3,0,,
449,98,0.05,1,0,,
449,36,0.05,2,0,,
449,236,0.05,1,0,,
450,107,0.05,1,0,,
450,108,0.05,5,0,,
451,79,0.05,1,0,,
451,15,0.05,5,0,,
452,8,0.03,4,0,,
453,196,0.03,1,0,,
453,47,0.03,2,0,,
454,157,0.03,2,0,,
455,169,0.03,3,0,,
456,291,0.05,3,0,,
456,99,0.05,5,5,Order Cancelled,Voucher
457,267,0.05,4,1,Other,Voucher
457,46,0.05,5,0,,
457,173,0.05,3,0,,
457,114,0.05,5,0,,
457,181,0.05,3,0,,
458,207,0.05,3,0,,
458,103,0.05,3,0,,
458,203,0.05,2,0,,
458,155,0.05,3,0,,
459,22,0.05,4,1,Other,Refund
459,130,0.05,2,0,,
459,221,0.05,2,1,Product doesn't match expectations,Refund
460,149,0.03,2,0,,
461,268,0.05,3,0,,
461,100,0.05,2,0,,
461,144,0.05,4,0,,
462,259,0.05,4,0,,
462,289,0.05,3,0,,
462,73,0.05,1,1,Order Cancelled,Refund
463,29,0.03,2,1,Other,Refund
464,251,0.05,3,0,,
464,185,0.05,5,0,,
465,238,0.05,2,1,Product is damaged,Refund
465,139,0.05,5,0,,
465,249,0.05,2,0,,
466,90,0.05,1,0,,
466,255,0.05,2,2,Order Cancelled,Refund
466,66,0.05,5,0,,
467,260,0.05,2,0,,
467,111,0.05,3,0,,
467,178,0.05,1,1,Order Cancelled,Refund
468,160,0.05,4,0,,
468,137,0.05,5,0,,
468,124,0.05,5,3,Product doesn't match expectations,Voucher
468,192,0.05,2,0,,
468,223,0.05,2,1,Product is damaged,Refund
468,7,0.05,3,1,Other,Refund
469,214,0.03,4,0,,
470,266,0.05,2,2,Order Cancelled,Voucher
470,230,0.05,4,1,Product is damaged,Refund
471,297,0.05,4,2,Product is damaged,Refund
471,189,0.05,4,0,,
471,128,0.05,2,0,,
471,82,0.05,5,0,,
472,115,0.05,3,0,,
472,261,0.05,3,0,,
472,244,0.05,5,0,,
472,20,0.05,1,0,,
473,198,0.05,5,0,,
473,188,0.05,3,0,,
473,147,0.05,1,0,,
474,167,0.05,4,0,,
474,254,0.05,5,0,,
474,75,0.05,4,0,,
474,177,0.05,2,0,,
475,18,0.03,4,0,,
476,278,0.03,4,0,,
477,252,0.03,2,0,,
478,77,0.03,2,0,,
479,145,0.05,1,0,,
479,298,0.05,4,2,Product doesn't match expectations,Refund
479,60,0.05,5,0,,
480,213,0.03,1,0,,
480,294,0.03,1,0,,
481,89,0.05,5,0,,
482,180,0.03,2,0,,
482,81,0.03,1,0,,
483,275,0.03,2,0,,
484,273,0.05,3,3,Order Cancelled,Refund
484,280,0.05,5,5,Order Cancelled,Voucher
484,193,0.05,4,0,,
485,120,0.05,5,5,Order Cancelled,Refund
485,61,0.05,4,0,,
485,272,0.05,5,5,Order Cancelled,Refund
485,172,0.05,1,0,,
485,30,0.05,5,1,Other,Voucher
485,150,0.05,4,0,,
486,212,0.05,5,0,,
486,84,0.05,2,0,,
487,1,0.05,2,0,,
487,80,0.05,3,0,,
487,142,0.05,1,0,,
487,97,0.05,4,0,,
488,106,0.03,1,1,Order Cancelled,Refund
488,299,0.03,3,0,,
489,45,0.05,5,0,,
490,53,0.05,5,4,Product doesn't match expectations,Voucher
490,3,0.05,2,0,,
491,285,0.03,4,3,Product doesn't match expectations,Refund
492,35,0.05,4,0,,
492,202,0.05,1,0,,
493,71,0.05,3,2,Other,Voucher
493,184,0.05,4,0,,
493,34,0.05,5,0,,
493,54,0.05,1,0,,
493,270,0.05,3,0,,
493,276,0.05,1,0,,
494,62,0.03,3,1,Product doesn't match expectations,Voucher
495,78,0.03,4,0,,
496,13,0.05,3,0,,
496,52,0.05,5,0,,
497,194,0.05,3,0,,
497,37,0.05,3,3,Order Cancelled,Voucher
498,117,0.05,5,0,,
499,290,0.03,2,1,Product doesn't match expectations,Voucher
500,48,0.03,4,0,,
501,116,0.05,5,0,,
502,187,0.03,1,0,,
502,247,0.03,1,0,,
503,19,0.03,2,0,,
504,127,0.05,2,0,,
504,246,0.05,2,0,,
504,9,0.05,5,0,,
505,171,0.05,5,2,Product is damaged,Voucher
506,143,0.03,4,1,Product doesn't match expectations,Voucher
507,191,0.05,3,0,,
507,85,0.05,3,0,,
508,292,0.03,4,3,Product is damaged,Voucher
509,102,0.05,5,5,Order Cancelled,Voucher
509,72,0.05,5,4,Product is damaged,Refund
509,146,0.05,2,0,,
509,219,0.05,1,1,Order Cancelled,Refund
510,231,0.03,2,0,,
510,265,0.03,2,2,Order Cancelled,Voucher
511,118,0.05,3,2,Product doesn't match expectations,Voucher
511,133,0.05,3,2,Product is damaged,Refund
512,131,0.05,5,0,,
512,235,0.05,2,1,Product doesn't match expectations,Refund
512,182,0.05,4,0,,
512,69,0.05,1,0,,
512,2,0.05,2,0,,
513,199,0.05,2,0,,
513,164,0.05,3,0,,
513,126,0.05,1,1,Order Cancelled,Refund
514,88,0.03,3,0,,
515,5,0.03,3,0,,
516,136,0.05,4,2,Other,Refund
516,91,0.05,3,0,,
517,39,0.05,5,0,,
518,57,0.03,2,0,,
519,237,0.05,5,0,,
519,264,0.05,4,0,,
520,17,0.03,3,1,Product doesn't match expectations,Voucher
521,119,0.05,5,0,,
521,134,0.05,5,0,,
521,41,0.05,3,0,,
521,222,0.05,1,0,,
521,67,0.05,1,0,,
522,49,0.05,4,4,Order Cancelled,Refund
522,186,0.05,1,0,,
523,227,0.03,3,0,,
524,87,0.05,4,0,,
524,242,0.05,2,0,,
525,279,0.05,4,0,,
525,204,0.05,1,0,,
526,12,0.05,3,0,,
526,243,0.05,3,0,,
526,11,0.05,4,0,,
527,233,0.05,1,0,,
527,68,0.05,3,0,,
527,224,0.05,1,0,,
528,161,0.05,4,0,,
528,110,0.05,3,0,,
528,42,0.05,4,0,,
528,271,0.05,1,1,Order Cancelled,Refund
529,4,0.03,2,2,Order Cancelled,Refund
530,16,0.05,4,0,,
530,174,0.05,2,0,,
531,250,0.05,5,0,,
531,232,0.05,2,0,,
531,135,0.05,5,3,Product is damaged,Refund
532,170,0,1,0,,
533,179,0.05,5,4,Product doesn't match expectations,Refund
534,209,0.05,5,0,,
535,31,0.03,1,0,,
535,94,0.03,2,2,Order Cancelled,Voucher
536,10,0.05,4,0,,
536,159,0.05,4,0,,
537,55,0.03,2,2,Order Cancelled,Voucher
538,201,0.03,2,0,,
539,65,0.05,1,0,,
539,74,0.05,2,0,,
539,176,0.05,5,0,,
539,205,0.05,2,1,Product doesn't match expectations,Refund
540,210,0.05,5,0,,
540,283,0.05,5,0,,
540,295,0.05,4,0,,
540,215,0.05,5,0,,
541,32,0,1,0,,
542,122,0.03,4,0,,
543,6,0.03,4,0,,
544,282,0.05,1,0,,
544,200,0.05,5,0,,
545,38,0.05,1,0,,
545,269,0.05,4,0,,
546,286,0.05,5,4,Other,Voucher
546,37,0.05,1,0,,
547,193,0.05,5,0,,
548,170,0.05,3,0,,
548,287,0.05,2,0,,
548,218,0.05,5,0,,
549,213,0.05,4,0,,
549,249,0.05,5,5,Order Cancelled,Voucher
549,183,0.05,2,0,,
550,198,0.05,5,1,Product doesn't match expectations,Voucher
550,150,0.05,5,0,,
551,281,0,1,0,,
552,99,0.05,4,0,,
552,238,0.05,3,3,Order Cancelled,Voucher
552,109,0.05,4,0,,
553,293,0.03,2,1,Other,Refund
554,296,0.05,4,0,,
554,270,0.05,4,0,,
554,15,0.05,4,0,,
555,278,0.05,4,0,,
555,207,0.05,4,0,,
555,162,0.05,4,2,Product is damaged,Voucher
555,61,0.05,4,0,,
556,177,0.03,4,0,,
557,221,0.05,5,0,,
557,129,0.05,3,0,,
557,166,0.05,3,0,,
558,119,0.05,5,0,,
558,23,0.05,2,0,,
558,294,0.05,3,0,,
558,86,0.05,1,0,,
558,92,0.05,5,0,,
558,95,0.05,2,0,,
559,71,0.05,5,5,Order Cancelled,Voucher
559,206,0.05,4,0,,
559,210,0.05,3,0,,
559,272,0.05,5,5,Order Cancelled,Voucher
560,224,0.03,2,0,,
560,10,0.03,2,0,,
561,201,0.05,3,0,,
561,174,0.05,2,2,Order Cancelled,Voucher
561,55,0.05,2,2,Order Cancelled,Refund
561,192,0.05,1,0,,
561,72,0.05,3,0,,
562,102,0.03,3,0,,
563,50,0.05,4,0,,
563,84,0.05,5,0,,
563,234,0.05,3,0,,
563,216,0.05,2,0,,
563,136,0.05,3,0,,
564,179,0.05,1,0,,
564,209,0.05,5,0,,
564,142,0.05,5,0,,
565,246,0.05,3,0,,
565,266,0.05,2,2,Order Cancelled,Refund
565,48,0.05,5,0,,
566,106,0.03,3,0,,
566,32,0.03,1,0,,
567,271,0.05,4,0,,
567,228,0.05,1,0,,
567,51,0.05,1,0,,
567,279,0.05,1,0,,
567,194,0.05,1,0,,
568,88,0.05,5,2,Product doesn't match expectations,Refund
569,41,0.05,1,1,Order Cancelled,Voucher
569,22,0.05,1,0,,
569,254,0.05,3,0,,
570,236,0.05,1,0,,
570,123,0.05,2,0,,
570,172,0.05,3,0,,
571,42,0,1,0,,
572,45,0.05,4,0,,
572,220,0.05,2,0,,
572,265,0.05,3,0,,
573,73,0.05,3,0,,
573,47,0.05,5,0,,
573,67,0.05,2,0,,
573,152,0.05,3,0,,
574,113,0.05,1,0,,
574,250,0.05,4,0,,
574,100,0.05,5,2,Other,Refund
574,229,0.05,2,0,,
574,147,0.05,3,0,,
574,76,0.05,3,2,Product is damaged,Voucher
575,125,0.05,4,0,,
575,180,0.05,5,0,,
576,282,0.05,3,0,,
576,2,0.05,4,0,,
576,132,0.05,2,1,Other,Voucher
576,30,0.05,2,0,,
577,280,0.05,3,0,,
577,77,0.05,3,0,,
577,187,0.05,1,0,,
578,114,0.05,5,0,,
579,117,0.05,5,0,,
579,21,0.05,4,0,,
579,97,0.05,3,0,,
580,96,0.03,1,0,,
580,161,0.03,2,2,Order Cancelled,Refund
580,118,0.03,1,1,Order Cancelled,Voucher
581,89,0.05,5,0,,
581,290,0.05,1,0,,
581,158,0.05,4,0,,
582,153,0.05,5,1,Product is damaged,Voucher
583,184,0.05,4,0,,
583,233,0.05,5,0,,
584,167,0.05,4,0,,
584,199,0.05,3,0,,
585,54,0.05,1,0,,
585,104,0.05,1,0,,
585,285,0.05,2,0,,
585,87,0.05,3,0,,
585,16,0.05,4,0,,
586,253,0.05,5,0,,
587,268,0,1,0,,
588,223,0.05,5,0,,
589,35,0.03,2,0,,
590,226,0.05,1,0,,
590,299,0.05,2,0,,
590,65,0.05,5,0,,
590,256,0.05,3,0,,
591,103,0.05,1,0,,
591,252,0.05,5,0,,
591,163,0.05,5,0,,
592,149,0.05,5,0,,
592,173,0.05,2,0,,
593,243,0.05,5,0,,
593,235,0.05,5,0,,
593,284,0.05,5,0,,
594,13,0.05,2,0,,
594,159,0.05,4,0,,
595,189,0.03,3,0,,
596,240,0.03,3,0,,
597,134,0.05,1,0,,
597,202,0.05,1,0,,
597,82,0.05,1,1,Order Cancelled,Voucher
597,211,0.05,1,1,Order Cancelled,Refund
597,131,0.05,2,0,,
598,25,0.03,4,3,Other,Refund
599,258,0.03,3,0,,
600,24,0.05,2,0,,
600,260,0.05,3,0,,
601,191,0.03,1,0,,
601,205,0.03,2,0,,
601,90,0.03,1,0,,
602,105,0.05,2,0,,
602,135,0.05,5,0,,
603,80,0.03,3,3,Order Cancelled,Refund
604,8,0.05,2,0,,
604,58,0.05,2,0,,
604,297,0.05,2,2,Order Cancelled,Refund
605,66,0.05,1,0,,
605,18,0.05,4,0,,
605,39,0.05,1,0,,
605,277,0.05,5,3,Other,Voucher
606,53,0.05,5,0,,
606,49,0.05,3,0,,
607,34,0.05,2,2,Order Cancelled,Refund
607,85,0.05,2,0,,
607,160,0.05,1,1,Order Cancelled,Voucher
608,261,0.03,2,0,,
608,26,0.03,1,0,,
609,19,0,1,0,,
610,259,0.05,5,0,,
610,43,0.05,5,4,Product doesn't match expectations,Refund
610,127,0.05,2,0,,
611,139,0.05,1,0,,
611,255,0.05,5,0,,
612,275,0.03,4,0,,
613,214,0.03,3,0,,
613,215,0.03,1,0,,
614,70,0.05,4,0,,
614,157,0.05,1,1,Order Cancelled,Voucher
615,98,0.03,2,0,,
616,68,0.05,1,0,,
616,27,0.05,1,0,,
616,121,0.05,3,0,,
616,289,0.05,5,0,,
617,263,0.03,3,0,,
618,130,0.05,2,0,,
618,6,0.05,2,0,,
618,248,0.05,1,0,,
619,230,0.03,3,0,,
620,46,0.05,5,0,,
621,231,0.05,3,0,,
621,107,0.05,5,0,,
622,219,0.05,2,1,Product doesn't match expectations,Refund
622,112,0.05,3,0,,
622,133,0.05,5,0,,
622,151,0.05,2,2,Order Cancelled,Refund
623,244,0.03,3,0,,
624,269,0.05,4,0,,
624,31,0.05,4,0,,
625,204,0.05,4,0,,
625,217,0.05,4,0,,
625,154,0.05,2,0,,
626,74,0.03,4,0,,
627,101,0.05,4,0,,
627,28,0.05,5,4,Other,Refund
627,64,0.05,5,0,,
628,144,0.03,2,0,,
629,7,0.05,5,5,Order Cancelled,Voucher
629,62,0.05,1,0,,
629,178,0.05,2,0,,
630,274,0.05,4,1,Product doesn't match expectations,Voucher
630,116,0.05,4,4,Order Cancelled,Refund
631,5,0.03,4,0,,
632,9,0.05,2,0,,
632,33,0.05,4,2,Other,Refund
632,203,0.05,4,2,Product is damaged,Voucher
633,186,0.05,5,1,Product doesn't match expectations,Voucher
633,69,0.05,3,0,,
633,57,0.05,2,2,Order Cancelled,Refund
633,208,0.05,4,0,,
634,115,0.05,5,1,Product is damaged,Voucher
634,111,0.05,2,0,,
634,93,0.05,3,0,,
635,195,0.05,5,0,,
635,145,0.05,5,2,Product doesn't match expectations,Voucher
636,283,0.05,2,1,Other,Voucher
636,185,0.05,3,1,Other,Refund
637,273,0.03,4,4,Order Cancelled,Refund
638,138,0.05,5,0,,
639,276,0.05,5,0,,
639,81,0.05,2,0,,
639,75,0.05,5,3,Other,Refund
639,156,0.05,4,0,,
639,12,0.05,1,0,,
639,83,0.05,2,0,,
640,44,0.05,5,0,,
641,79,0,1,0,,
642,40,0.05,1,0,,
642,182,0.05,4,0,,
643,165,0.05,4,0,,
643,94,0.05,1,0,,
643,91,0.05,5,5,Order Cancelled,Voucher
643,4,0.05,2,0,,
643,17,0.05,4,0,,
644,38,0.05,4,0,,
644,190,0.05,4,0,,
645,168,0,1,0,,
646,227,0.05,5,0,,
646,63,0.05,4,3,Product is damaged,Refund
646,200,0.05,5,4,Product is damaged,Refund
647,146,0.03,4,2,Product doesn't match expectations,Refund
648,257,0,1,0,,
649,1,0.05,5,0,,
650,237,0.05,2,0,,
650,128,0.05,3,0,,
651,60,0.03,2,0,,
652,232,0.05,5,3,Other,Voucher
652,241,0.05,3,0,,
652,56,0.05,4,1,Product doesn't match expectations,Refund
653,141,0.05,1,0,,
653,169,0.05,4,2,Product is damaged,Refund
653,171,0.05,4,0,,
654,20,0.05,2,0,,
654,288,0.05,3,0,,
654,292,0.05,1,0,,
654,176,0.05,5,0,,
655,110,0.03,3,0,,
656,245,0.03,3,1,Product doesn't match expectations,Refund
657,239,0.05,4,0,,
657,298,0.05,4,0,,
657,175,0.05,2,0,,
658,108,0.05,1,1,Order Cancelled,Refund
658,36,0.05,1,0,,
658,222,0.05,5,0,,
658,148,0.05,5,0,,
659,78,0.05,5,2,Product is damaged,Voucher
659,143,0.05,3,0,,
660,267,0.05,1,0,,
660,155,0.05,3,2,Product doesn't match expectations,Voucher
660,196,0.05,4,0,,
660,188,0.05,5,0,,
660,126,0.05,2,0,,
661,212,0.05,5,1,Other,Voucher
662,251,0.05,4,0,,
662,120,0.05,3,0,,
663,122,0.05,2,0,,
663,197,0.05,4,0,,
663,3,0.05,4,0,,
664,242,0.05,4,2,Product doesn't match expectations,Voucher
664,124,0.05,3,0,,
664,137,0.05,1,0,,
664,264,0.05,3,0,,
664,140,0.05,2,0,,
664,29,0.05,1,1,Order Cancelled,Voucher
665,11,0.05,2,1,Other,Voucher
665,247,0.05,3,0,,
666,52,0.05,3,0,,
666,262,0.05,1,1,Order Cancelled,Voucher
666,295,0.05,3,0,,
667,59,0.03,2,0,,
668,14,0.05,3,0,,
668,291,0.05,3,0,,
668,225,0.05,2,0,,
668,181,0.05,5,0,,
669,164,0.05,5,3,Product doesn't match expectations,Voucher
670,210,0.05,3,2,Product is damaged,Refund
670,70,0.05,5,0,,
671,251,0.05,5,0,,
671,50,0.05,4,2,Product doesn't match expectations,Voucher
672,80,0,1,0,,
673,143,0.05,5,5,Order Cancelled,Voucher
673,10,0.05,5,4,Product doesn't match expectations,Voucher
674,83,0.03,2,0,,
675,9,0.05,1,0,,
675,208,0.05,3,0,,
675,200,0.05,2,0,,
676,166,0.05,3,3,Order Cancelled,Voucher
676,89,0.05,2,0,,
677,26,0,1,0,,
678,49,0.05,1,0,,
678,99,0.05,5,0,,
679,232,0,1,0,,
680,130,0.03,1,1,Order Cancelled,Voucher
680,27,0.03,1,0,,
681,86,0.05,5,0,,
681,119,0.05,5,0,,
681,13,0.05,3,0,,
682,297,0.05,1,0,,
682,194,0.05,3,0,,
682,140,0.05,3,0,,
682,257,0.05,1,0,,
683,226,0.03,2,0,,
684,260,0.03,2,1,Product is damaged,Refund
685,263,0.03,4,0,,
686,107,0.05,3,1,Other,Refund
686,259,0.05,2,1,Product is damaged,Refund
686,90,0.05,5,0,,
686,66,0.05,2,0,,
687,113,0.03,2,1,Product doesn't match expectations,Voucher
687,247,0.03,1,0,,
688,292,0.03,2,0,,
688,72,0.03,1,0,,
689,71,0.03,2,2,Order Cancelled,Refund
689,217,0.03,2,1,Other,Voucher
690,53,0.05,3,0,,
690,156,0.05,4,2,Other,Refund
690,277,0.05,4,0,,
690,216,0.05,2,0,,
691,112,0.03,3,0,,
692,264,0.05,5,0,,
692,101,0.05,1,0,,
692,63,0.05,4,0,,
693,186,0.05,1,0,,
693,270,0.05,3,0,,
693,173,0.05,2,0,,
694,58,0.03,3,0,,
694,287,0.03,1,1,Order Cancelled,Refund
695,109,0.03,1,0,,
695,67,0.03,2,0,,
695,116,0.03,1,0,,
696,162,0.03,1,0,,
696,6,0.03,2,1,Product is damaged,Voucher
697,30,0,1,0,,
698,124,0.05,2,0,,
698,24,0.05,3,0,,
699,11,0.05,1,0,,
699,171,0.05,5,0,,
700,65,0.05,4,0,,
700,40,0.05,5,0,,
700,91,0.05,1,0,,
701,93,0.05,3,0,,
701,56,0.05,5,1,Product is damaged,Voucher
701,245,0.05,2,1,Other,Refund
701,178,0.05,3,0,,
701,153,0.05,3,0,,
702,174,0.03,1,0,,
702,276,0.03,1,0,,
703,105,0.03,4,0,,
704,209,0.05,4,4,Order Cancelled,Refund
704,271,0.05,2,0,,
704,68,0.05,5,0,,
705,64,0.05,5,0,,
705,41,0.05,3,0,,
705,33,0.05,1,0,,
705,3,0.05,4,0,,
706,137,0.03,3,0,,
707,220,0.05,5,0,,
707,125,0.05,5,0,,
707,188,0.05,4,0,,
708,204,0,1,0,,
709,192,0.03,4,0,,
710,59,0,1,0,,
711,170,0.03,3,0,,
712,108,0.05,3,0,,
712,240,0.05,1,0,,
712,129,0.05,1,1,Order Cancelled,Refund
712,242,0.05,5,0,,
713,110,0.03,3,0,,
714,280,0.05,5,0,,
715,103,0.05,5,0,,
715,283,0.05,3,0,,
715,252,0.05,1,0,,
716,285,0,1,0,,
717,142,0.03,4,0,,
718,76,0.03,2,0,,
719,184,0.05,2,0,,
719,52,0.05,5,0,,
719,231,0.05,3,0,,
719,157,0.05,4,0,,
719,138,0.05,1,0,,
719,224,0.05,4,0,,
720,38,0.05,4,0,,
720,133,0.05,2,0,,
720,167,0.05,3,0,,
720,293,0.05,2,0,,
721,139,0.03,3,0,,
722,282,0.03,3,1,Product is damaged,Refund
722,202,0.03,1,0,,
723,97,0.05,5,0,,
724,128,0.03,4,3,Product is damaged,Voucher
725,295,0.03,4,0,,
726,36,0.05,4,0,,
726,117,0.05,5,1,Product is damaged,Voucher
726,206,0.05,1,0,,
726,273,0.05,2,0,,
727,2,0.05,4,1,Product is damaged,Voucher
727,42,0.05,2,0,,
727,164,0.05,1,0,,
728,211,0.03,3,3,Order Cancelled,Refund
729,291,0.03,3,0,,
730,102,0,1,0,,
731,87,0.05,5,0,,
731,168,0.05,3,0,,
732,8,0.05,3,0,,
732,290,0.05,4,0,,
732,131,0.05,2,0,,
733,289,0.05,2,0,,
733,84,0.05,5,0,,
733,237,0.05,5,3,Product is damaged,Voucher
733,15,0.05,2,0,,
733,169,0.05,3,0,,
734,18,0.03,1,0,,
734,250,0.03,2,0,,
735,19,0.03,4,0,,
736,190,0.03,4,2,Other,Refund
737,48,0.05,4,0,,
737,147,0.05,1,0,,
737,155,0.05,4,0,,
738,152,0.03,4,0,,
739,181,0.03,4,1,Other,Voucher
740,85,0.05,5,1,Other,Voucher
741,191,0.03,2,1,Product is damaged,Refund
742,165,0.03,2,0,,
743,203,0.05,5,0,,
743,213,0.05,3,0,,
743,262,0.05,4,0,,
743,177,0.05,1,0,,
744,141,0.05,5,0,,
744,195,0.05,1,0,,
745,94,0.05,3,0,,
745,187,0.05,2,0,,
746,121,0,1,0,,
747,198,0.03,2,2,Order Cancelled,Refund
748,114,0.05,5,4,Other,Refund
749,159,0.05,5,0,,
749,233,0.05,5,0,,
749,244,0.05,1,0,,
750,136,0.03,1,0,,
750,193,0.03,2,0,,
751,258,0.05,2,0,,
751,296,0.05,5,3,Product is damaged,Refund
751,12,0.05,4,2,Product doesn't match expectations,Voucher
751,34,0.05,5,0,,
752,25,0.05,1,0,,
752,148,0.05,4,2,Other,Refund
753,57,0.03,3,0,,
754,163,0.05,1,0,,
754,120,0.05,1,0,,
754,37,0.05,1,0,,
754,243,0.05,1,0,,
754,92,0.05,4,0,,
754,51,0.05,4,0,,
754,14,0.05,2,1,Product doesn't match expectations,Voucher
755,78,0,1,1,Order Cancelled,Voucher
756,215,0.03,3,0,,
757,161,0.05,2,1,Product doesn't match expectations,Refund
757,31,0.05,1,0,,
757,149,0.05,2,0,,
757,230,0.05,2,0,,
758,17,0.05,5,0,,
759,146,0.03,3,0,,
759,45,0.03,1,1,Order Cancelled,Voucher
760,115,0,1,0,,
761,172,0.05,5,0,,
762,269,0.03,3,0,,
762,60,0.03,1,0,,
763,75,0.05,4,1,Product doesn't match expectations,Voucher
763,134,0.05,4,0,,
763,43,0.05,3,0,,
763,151,0.05,4,0,,
764,196,0.05,5,4,Product is damaged,Refund
765,219,0.05,5,3,Other,Voucher
765,96,0.05,1,0,,
765,39,0.05,4,0,,
765,255,0.05,2,0,,
765,299,0.05,4,0,,
766,4,0.05,5,0,,
766,180,0.05,4,0,,
767,218,0.05,4,0,,
767,104,0.05,3,0,,
767,294,0.05,2,0,,
768,106,0.05,3,0,,
768,214,0.05,4,0,,
769,22,0.03,2,0,,
770,286,0,1,0,,
771,229,0.05,2,0,,
771,265,0.05,3,0,,
771,132,0.05,2,0,,
771,185,0.05,4,0,,
772,249,0.05,2,0,,
772,284,0.05,5,0,,
772,238,0.05,2,1,Product doesn't match expectations,Refund
773,123,0.03,1,0,,
773,197,0.03,1,0,,
773,234,0.03,2,0,,
774,69,0.05,2,0,,
774,82,0.05,5,0,,
774,228,0.05,5,0,,
774,182,0.05,4,0,,
775,44,0,1,0,,
776,223,0,1,0,,
777,272,0.05,5,0,,
778,189,0.05,1,0,,
778,16,0.05,1,0,,
778,225,0.05,2,0,,
778,248,0.05,5,0,,
779,135,0.03,1,0,,
779,61,0.03,2,0,,
780,74,0.03,3,0,,
781,241,0.05,2,0,,
781,222,0.05,2,2,Order Cancelled,Refund
781,266,0.05,3,0,,
782,47,0.05,2,0,,
782,73,0.05,5,0,,
783,150,0.03,2,0,,
783,199,0.03,1,0,,
784,268,0.05,3,3,Order Cancelled,Voucher
784,176,0.05,4,3,Other,Voucher
784,127,0.05,2,0,,
